"city departure","city arrival","number passengers 1990","number passengers 1995","number passengers 2000","number passengers 2005","number passengers 2010"
"New York,NY","Ahmedabad,India",0,3253,1716,0,0
"New York,NY","Abu Dhabi,United Arab Emirates",0,6686,0,0,75558
"New York,NY","Brasilia,Brazil",0,11455,0,0,0
"New York,NY","Bratislava,Slovakia",0,429,0,0,0
"New York,NY","Belize City,Belize",0,921,0,0,0
"New York,NY","Cordoba,Argentina",0,756,0,0,0
"New York,NY","Dhaka,Bangladesh",0,8908,16353,14266,0
"New York,NY","Doha,Qatar",0,3371,0,0,89526
"New York,NY","Dubai,United Arab Emirates",0,432,352,86138,218705
"New York,NY","Guadalajara,Mexico",0,2312,2386,0,3439
"New York,NY","Johannesburg,South Africa",0,55676,72165,58111,62221
"New York,NY","Kiev,Ukraine",0,13716,5535,37723,60750
"New York,NY","Larnaca,Cyprus",0,9633,0,0,0
"New York,NY","Muscat,Oman",0,1413,0,0,0
"New York,NY","Montevideo,Uruguay",0,9175,0,469,0
"New York,NY","Prague,Czech Republic",0,28796,578,55152,54081
"New York,NY","Puerto Vallarta,Mexico",0,3528,0,1959,1892
"New York,NY","San Salvador,El Salvador",0,25023,45836,55706,86721
"New York,NY","Sal Island,Cape Verde",0,2458,5417,0,0
"New York,NY","Singapore,Singapore",0,48121,36749,30615,35861
"New York,NY","Sofia,Bulgaria",0,18023,0,0,0
"New York,NY","Moscow,Russia",0,77594,91206,113130,151004
"Johannesburg,South Africa","Washington,DC",0,2524,0,11898,66395
"Johannesburg,South Africa","New York,NY",0,53922,63172,53183,57717
"Johannesburg,South Africa","Miami,FL",0,16169,2466,0,0
"Nanortalik,Greenland","Miami,FL",0,404,0,0,0
"Kiev,Ukraine","New York,NY",0,17785,6405,40746,64039
"Keflavik/Reykjavik,Iceland","Fort Lauderdale,FL",0,8867,0,0,0
"Kaohsiung,Taiwan","Guam,TT",0,6048,0,0,0
"Khabarovsk,Russia","Anchorage,AK",0,2642,46,0,0
"Khabarovsk,Russia","Seattle,WA",0,4002,0,0,0
"Khabarovsk,Russia","San Francisco,CA",0,2898,0,0,0
"Niigata,Japan","Saipan,TT",0,459,0,300,134
"Osaka,Japan","Newark,NJ",0,14,0,1558,0
"Osaka,Japan","Memphis,TN",0,455,301,0,0
"Osaka,Japan","Seattle,WA",0,30298,60453,0,28993
"Kona,HI","Vancouver,Canada",0,2899,4745,3194,9391
"Las Vegas,NV","Cologne,Germany",0,9728,0,175,0
"Las Vegas,NV","Manchester,United Kingdom",0,3168,16162,37589,13749
"Las Vegas,NV","Tokyo,Japan",0,20,95217,28374,0
"Los Angeles,CA","Bombay,India",0,439,0,0,0
"Los Angeles,CA","Brussels,Belgium",0,2465,5304,0,2175
"Los Angeles,CA","Cordoba,Argentina",0,156,0,0,0
"Los Angeles,CA","Culiacan,Mexico",0,13302,16462,13150,0
"Los Angeles,CA","Delhi,India",0,335,0,10441,0
"Los Angeles,CA","Hermosillo,Mexico",0,5166,29971,8337,12302
"Los Angeles,CA","Khabarovsk,Russia",0,547,0,0,6
"Los Angeles,CA","Los Mochis,Mexico",0,3946,4927,4151,0
"Los Angeles,CA","Managua,Nicaragua",0,91,25,3644,0
"Los Angeles,CA","Morelia,Mexico",0,16725,21767,45973,39206
"Los Angeles,CA","Nagoya,Japan",0,846,32059,0,4077
"Los Angeles,CA","Oaxaca,Mexico",0,8740,9809,11538,374
"Los Angeles,CA","Beijing,China",0,3422,59689,91107,93119
"Los Angeles,CA","San Luis Potosi,Mexico",0,71,0,0,0
"Los Angeles,CA","Moscow,Russia",0,7316,16966,30650,34301
"Los Angeles,CA","Tegucigalpa,Honduras",0,172,0,0,0
"Los Angeles,CA","Vladivostok,Russia",0,15,0,0,0
"Lubbock,TX","Cancun,Mexico",0,171,160,0,0
"Larnaca,Cyprus","New York,NY",0,9568,0,0,0
"St. Petersburg,Russia","Atlanta,GA",0,355,0,0,0
"New York,NY","Managua,Nicaragua",0,23,0,215,0
"London,United Kingdom","Nashville,TN",0,29342,0,0,0
"London,United Kingdom","Fort Lauderdale,FL",0,1918,908,0,0
"London,United Kingdom","New Orleans,LA",0,617,1228,1388,1670
"London,United Kingdom","Raleigh/Durham,NC",0,38422,47945,52286,51972
"London,United Kingdom","El Paso,TX",0,44,0,0,0
"Little Rock,AR","Mexico City,Mexico",0,74,66,0,0
"Los Mochis,Mexico","Los Angeles,CA",0,3080,4216,3779,0
"Laredo,TX","Mexico City,Mexico",0,8733,0,4836,0
"Madrid,Spain","Atlanta,GA",0,42426,54323,59673,56194
"Madrid,Spain","Cleveland,OH",0,268,0,0,0
"Madrid,Spain","Washington,DC",0,58214,52726,1414,62726
"Manchester,United Kingdom","Atlanta,GA",0,68761,84217,63489,61798
"Manchester,United Kingdom","Fort Lauderdale,FL",0,2898,136,1517,27
"Manchester,United Kingdom","Las Vegas,NV",0,3192,16673,38110,13277
"Manchester,United Kingdom","San Juan,PR",0,3823,0,0,0
"Montego Bay,Jamaica","Hartford,CT",0,189,502,422,114
"Montego Bay,Jamaica","Charlotte,NC",0,19619,44096,84114,132045
"Montego Bay,Jamaica","Raleigh/Durham,NC",0,870,826,0,0
"Montego Bay,Jamaica","Fort Myers,FL",0,190,0,0,0
"Montego Bay,Jamaica","San Antonio,TX",0,1892,273,0,0
"Kansas City,MO","Mexico City,Mexico",0,120,220,3,127
"Kansas City,MO","Ixtapa/Zihuatanejo,Mexico",0,72,166,139,0
"Kansas City,MO","Manzanillo,Mexico",0,236,0,0,0
"Orlando,FL","Barbados/Bridgetown,Barbados",0,1374,0,0,374
"Orlando,FL","Brasilia,Brazil",0,1181,0,0,0
"Orlando,FL","Budapest,Hungary",0,1234,0,0,0
"Orlando,FL","Belo Horizonte,Brazil",0,1454,0,0,0
"Orlando,FL","Dusseldorf,Germany",0,6352,10220,10498,329
"Orlando,FL","Guadalajara,Mexico",0,171,569,1155,857
"Orlando,FL","Kingston,Jamaica",0,3356,6903,7365,52
"Orlando,FL","Merida,Mexico",0,67,734,955,430
"Orlando,FL","Tokyo,Japan",0,13480,6,0,2352
"Orlando,FL","Zanderij,Suriname",0,343,0,0,0
"Orlando,FL","Puerto Vallarta,Mexico",0,9,208,0,0
"Orlando,FL","San Jose,Costa Rica",0,18424,9652,27003,38978
"Orlando,FL","Philipsburg,Netherlands Antilles",0,248,0,0,0
"Orlando,FL","St. Lucia,Saint Lucia",0,418,0,0,0
"Orlando,FL","Vancouver,Canada",0,1165,3613,290,53
"Muscat,Oman","New York,NY",0,1088,0,0,0
"Medellin,Colombia","Newark,NJ",0,3825,0,82,0
"Medellin,Colombia","Los Angeles,CA",0,239,1855,0,5
"Harrisburg,PA","Philipsburg,Netherlands Antilles",0,361,0,0,0
"Memphis,TN","Osaka,Japan",0,1065,0,0,0
"Memphis,TN","London,United Kingdom",0,3165,0,0,0
"Mexico City,Mexico","Austin,TX",0,229,30,15,106
"Mexico City,Mexico","Brownsville,TX",0,465,0,0,0
"Mexico City,Mexico","Charlotte,NC",0,346,0,34737,42594
"Mexico City,Mexico","Fort Lauderdale,FL",0,116,0,363,0
"Mexico City,Mexico","Greensboro/High Point,NC",0,4,0,0,0
"Mexico City,Mexico","Little Rock,AR",0,3,0,0,0
"Mexico City,Mexico","Laredo,TX",0,7218,0,3878,0
"Mexico City,Mexico","Raleigh/Durham,NC",0,24,0,0,31
"Mexico City,Mexico","Reno,NV",0,139,314,0,0
"Managua,Nicaragua","New York,NY",0,355,0,193,0
"Marsh Harbour,The Bahamas","Miami,FL",0,7276,13671,13723,14370
"Miami,FL","Bucaramanga,Colombia",0,141,2099,2832,2366
"Miami,FL","Cape Town,South Africa",0,13726,2526,0,0
"Fort Myers,FL","Cancun,Mexico",0,12,0,40,0
"Fort Myers,FL","Dusseldorf,Germany",0,11474,24921,28499,45217
"Fort Myers,FL","Montego Bay,Jamaica",0,227,0,164,0
"Roatan Island,Honduras","Houston,TX",0,5356,5169,14385,20994
"San Salvador,El Salvador","Baltimore,MD",0,14,0,1,0
"San Salvador,El Salvador","Washington,DC",0,20130,46815,74977,96047
"San Salvador,El Salvador","New York,NY",0,24826,46835,53573,85153
"San Salvador,El Salvador","New Orleans,LA",0,9018,8003,5135,0
"San Salvador,El Salvador","Chicago,IL",0,132,316,453,5257
"San Salvador,El Salvador","San Diego,CA",0,1,0,0,0
"San Diego,CA","Tokyo,Japan",0,5680,0,0,720
"San Diego,CA","Beijing,China",0,94,0,0,0
"San Diego,CA","Shanghai,China",0,15,0,0,0
"San Diego,CA","Zurich,Switzerland",0,1773,0,0,0
"San Antonio,TX","Leon/Guanajuato,Mexico",0,95,0,118,0
"San Antonio,TX","Guatemala City,Guatemala",0,116,75,0,756
"San Antonio,TX","Montego Bay,Jamaica",0,1866,0,0,7
"San Antonio,TX","Panama City,Panama",0,95,0,431,0
"Santiago,Chile","Baltimore,MD",0,2449,0,0,0
"Sendai,Japan","Honolulu,HI",0,17954,57975,5784,516
"Santo Domingo,Dominican Republic","Orlando,FL",0,1270,2229,1342,43767
"Santo Domingo,Dominican Republic","Philadelphia,PA",0,982,2431,10062,18201
"Santo Domingo,Dominican Republic","Raleigh/Durham,NC",0,38,0,0,0
"Santo Domingo,Dominican Republic","Christiansted,VI",0,264,63,0,0
"Seattle,WA","Caracas,Venezuela",0,6,60,0,0
"Seattle,WA","Cancun,Mexico",0,1312,1727,9939,11321
"Seattle,WA","Magadan,Russia",0,1656,0,0,0
"Seattle,WA","Khabarovsk,Russia",0,3695,0,0,0
"Seattle,WA","Osaka,Japan",0,30386,56465,0,30958
"Seattle,WA","Moscow,Russia",0,4349,8695,16419,747
"Seattle,WA","Vladivostok,Russia",0,1873,0,0,0
"Seoul,South Korea","Orlando,FL",0,261,0,0,0
"San Francisco,CA","Caracas,Venezuela",0,38,0,36,82
"San Francisco,CA","Rio de Janeiro,Brazil",0,1823,0,0,51
"San Francisco,CA","Sao Paulo,Brazil",0,1555,0,5199,1709
"San Francisco,CA","Khabarovsk,Russia",0,2701,0,0,0
"San Francisco,CA","Morelia,Mexico",0,33649,29192,9538,0
"San Francisco,CA","Port of Spain,Trinidad and Tobago",0,54,0,0,0
"San Francisco,CA","San Jose,Costa Rica",0,8478,1358,4580,504
"San Francisco,CA","Philipsburg,Netherlands Antilles",0,233,0,0,0
"Springfield,MO","Montego Bay,Jamaica",0,323,0,0,0
"Sal Island,Cape Verde","New York,NY",0,3320,6944,0,0
"Singapore,Singapore","New York,NY",0,47603,36662,31033,34484
"San Jose,CA","Tokyo,Japan",0,51892,57879,63296,0
"San Jose,CA","Montreal,Canada",0,221,35,0,0
"San Jose del Cabo,Mexico","Boston,MA",0,2393,0,377,6
"San Jose del Cabo,Mexico","Houston,TX",0,18983,37842,90598,88027
"San Jose del Cabo,Mexico","Philadelphia,PA",0,174,131,166,314
"San Jose del Cabo,Mexico","Salt Lake City,UT",0,3179,1863,23613,8737
"San Jose,Costa Rica","Atlanta,GA",0,5411,54681,102633,95747
"San Jose,Costa Rica","Hartford,CT",0,37,0,540,0
"San Jose,Costa Rica","Baltimore,MD",0,43,40,0,1
"San Jose,Costa Rica","Indianapolis,IN",0,145,0,0,0
"San Jose,Costa Rica","Las Vegas,NV",0,9,35,54,0
"San Jose,Costa Rica","Orlando,FL",0,18574,11360,27443,40083
"San Jose,Costa Rica","Ontario,CA",0,105,0,0,0
"San Jose,Costa Rica","Portland,OR",0,21,0,27,0
"San Jose,Costa Rica","San Antonio,TX",0,101,0,0,0
"San Jose,Costa Rica","San Francisco,CA",0,4938,2078,2893,0
"San Juan,PR","Manchester,United Kingdom",0,3684,0,0,0
"San Juan,PR","Milan,Italy",0,1765,0,0,0
"San Juan,PR","Tobago,Trinidad and Tobago",0,327,2796,0,0
"San Juan,PR","Montreal,Canada",0,329,0,1843,1732
"St. Kitts,Saint Kitts and Nevis","Detroit,MI",0,3258,1383,127,0
"St. Kitts,Saint Kitts and Nevis","Chicago,IL",0,462,1872,0,0
"St. Kitts,Saint Kitts and Nevis","Providence,RI",0,555,0,0,118
"Salt Lake City,UT","San Jose del Cabo,Mexico",0,2974,1794,24931,9620
"San Luis Potosi,Mexico","Los Angeles,CA",0,44,0,0,0
"Sacramento,CA","Mexico City,Mexico",0,6,0,5048,0
"Santa Ana,CA","Mexico City,Mexico",0,138,0,74,137
"Santa Ana,CA","Monterrey,Mexico",0,1,0,3,0
"Santa Ana,CA","Philipsburg,Netherlands Antilles",0,32,0,0,0
"Santa Ana,CA","Montreal,Canada",0,334,0,0,470
"Santa Ana,CA","Toronto,Canada",0,1481,7,0,10768
"Shannon,Ireland","Bangor,ME",0,3515,0,391,41
"Sofia,Bulgaria","New York,NY",0,21331,0,0,0
"Saipan,TT","Kaohsiung,Taiwan",0,1471,0,0,0
"Saipan,TT","Obihiro,Japan",0,153,0,0,0
"Saipan,TT","Okinawa,Japan",0,149,306,154,0
"Saipan,TT","Taipei,Taiwan",0,4085,0,2738,0
"St. Louis,MO","Acapulco,Mexico",0,182,0,7,0
"St. Louis,MO","Monterrey,Mexico",0,223,21,0,50
"St. Louis,MO","Puerto Vallarta,Mexico",0,1907,22212,11254,2814
"St. Louis,MO","Ixtapa/Zihuatanejo,Mexico",0,535,2226,0,4
"St. Louis,MO","Manzanillo,Mexico",0,380,0,0,0
"London,United Kingdom","Memphis,TN",0,2372,0,0,0
"Moscow,Russia","Washington,DC",0,16491,9766,7577,49792
"Moscow,Russia","New York,NY",0,95932,99875,117359,154046
"Moscow,Russia","Los Angeles,CA",0,8917,18219,32369,34631
"Moscow,Russia","Chicago,IL",0,12758,14270,0,0
"Moscow,Russia","Seattle,WA",0,5629,10316,17673,101
"Newburgh/Poughkeepsie,NY","Cancun,Mexico",0,2060,118,0,0
"Philipsburg,Netherlands Antilles","Baltimore,MD",0,12435,2099,642,121
"Philipsburg,Netherlands Antilles","Detroit,MI",0,684,3049,1329,0
"Philipsburg,Netherlands Antilles","Washington,DC",0,79,0,430,5248
"Philipsburg,Netherlands Antilles","Minneapolis,MN",0,2087,2041,1003,1275
"Philipsburg,Netherlands Antilles","Phoenix,AZ",0,16,0,0,0
"Tonga Tapu,Tonga","Honolulu,HI",0,5789,2822,0,0
"Treasure Cay,The Bahamas","Miami,FL",0,4549,0,2704,5695
"Lajes,Portugal","Philadelphia,PA",0,9973,0,0,0
"Tegucigalpa,Honduras","Dallas/Fort Worth,TX",0,5,0,0,0
"Tel Aviv,Israel","Baltimore,MD",0,2662,617,0,0
"Tel Aviv,Israel","Cleveland,OH",0,389,0,0,0
"Tel Aviv,Israel","Dallas/Fort Worth,TX",0,984,0,0,0
"Tel Aviv,Israel","Newark,NJ",0,32048,206586,228007,255236
"Tel Aviv,Israel","St. Louis,MO",0,19,0,0,0
"Toledo,OH","Nassau,The Bahamas",0,7,0,30,0
"Taipei,Taiwan","Washington,DC",0,865,0,208,0
"Tucson,AZ","Acapulco,Mexico",0,10,0,11,0
"Tucson,AZ","Toronto,Canada",0,336,241,131,4
"Berlin,Germany","Atlanta,GA",0,10872,0,0,0
"Quito,Ecuador","Houston,TX",0,8161,27112,32527,34618
"Quito,Ecuador","Philadelphia,PA",0,32,0,0,0
"Quito,Ecuador","Phoenix,AZ",0,2,0,0,0
"St. Lucia,Saint Lucia","Boston,MA",0,2904,4403,57,0
"St. Lucia,Saint Lucia","Detroit,MI",0,1009,1739,215,0
"St. Lucia,Saint Lucia","Newark,NJ",0,1634,0,0,0
"Veracruz,Mexico","Houston,TX",0,8526,14731,15446,17279
"Vienna,Austria","Atlanta,GA",0,4961,0,0,0
"Vladivostok,Russia","Anchorage,AK",0,554,81,0,0
"Vladivostok,Russia","Seattle,WA",0,2389,0,0,0
"Edmonton,Canada","Indianapolis,IN",0,58,0,4,167
"Edmonton,Canada","St. Petersburg,FL",0,2052,0,0,0
"Detroit,MI","Mexico City,Mexico",0,27238,51303,29151,34495
"Ottawa,Canada","Albany,NY",0,3045,29,93,0
"Ottawa,Canada","Cleveland,OH",0,37,0,82,0
"Ottawa,Canada","Teterboro,NJ",0,152,0,0,0
"Quebec,Canada","Boston,MA",0,12879,536,0,24
"Moncton,Canada","Boston,MA",0,1875,0,52,0
"Moncton,Canada","Newark,NJ",0,49,0,0,14753
"Regina,Canada","Reno,NV",0,529,0,0,0
"Gander,Canada","Atlanta,GA",0,343,0,0,0
"Saint John,Canada","Newark,NJ",0,101,0,0,0
"Montreal,Canada","Albuquerque,NM",0,17,0,0,0
"Montreal,Canada","Jackson,WY",0,14,0,0,0
"Montreal,Canada","Portland,OR",0,132,0,0,0
"Montreal,Canada","San Juan,PR",0,178,0,1739,1657
"Montreal,Canada","Teterboro,NJ",0,75,39,9,3
"Vancouver,Canada","Billings,MT",0,5,0,0,0
"Vancouver,Canada","Columbus,OH",0,23,126,4,47
"Vancouver,Canada","Duluth,MN",0,2,11,0,0
"Vancouver,Canada","Fort Lauderdale,FL",0,861,132,165,0
"Vancouver,Canada","Great Falls,MT",0,4,0,0,0
"Vancouver,Canada","Kona,HI",0,2663,11957,3439,9566
"Vancouver,Canada","Minneapolis,MN",0,61635,76941,68927,69807
"Vancouver,Canada","Kahului,HI",0,33967,43413,46019,84369
"Vancouver,Canada","Rapid City,SD",0,4,0,0,0
"Vancouver,Canada","San Antonio,TX",0,112,139,75,6
"Winnipeg,Canada","Billings,MT",0,3,0,0,0
"Winnipeg,Canada","Bozeman,MT",0,4,0,0,0
"Winnipeg,Canada","Green Bay,WI",0,14,4,35,0
"Winnipeg,Canada","Los Angeles,CA",0,1692,0,0,0
"Winnipeg,Canada","St. Petersburg,FL",0,2099,0,0,0
"Winnipeg,Canada","San Francisco,CA",0,38,0,0,0
"Saskatoon,Canada","Reno,NV",0,556,0,0,0
"Saskatoon,Canada","Tucson,AZ",0,109,0,0,0
"Calgary,Canada","Miami,FL",0,188,26,0,0
"Calgary,Canada","New Orleans,LA",0,182,63,136,18
"Calgary,Canada","Kahului,HI",0,3223,7614,6722,14246
"Calgary,Canada","Philadelphia,PA",0,93,280,56,186
"Calgary,Canada","Louisville,KY",0,23,0,0,0
"Calgary,Canada","Seattle,WA",0,15043,67571,60150,71990
"Calgary,Canada","Tampa,FL",0,43,120,0,71
"Victoria,Canada","Bellingham,WA",0,67,0,0,0
"Victoria,Canada","Honolulu,HI",0,3003,5230,2561,2257
"Victoria,Canada","St. Petersburg,FL",0,67,0,0,0
"St. John's,Canada","Daytona Beach,FL",0,47,0,0,0
"St. John's,Canada","Newark,NJ",0,35807,233,8511,17851
"Toronto,Canada","Hartford,CT",0,7524,0,23585,13380
"Toronto,Canada","Dayton,OH",0,3,0,86,2421
"Toronto,Canada","Ontario,CA",0,301,4863,53,1
"Toronto,Canada","Palm Springs,CA",0,815,142,0,0
"Zacatecas,Mexico","Denver,CO",0,1844,3032,67,0
"Zacatecas,Mexico","Oakland,CA",0,8911,0,5990,646
"Zacatecas,Mexico","Chicago,IL",0,10996,16856,9561,7174
"Ixtapa/Zihuatanejo,Mexico","Cleveland,OH",0,17,0,0,0
"Ixtapa/Zihuatanejo,Mexico","Phoenix,AZ",0,872,7283,5356,10428
"Manzanillo,Mexico","New York,NY",0,936,0,0,0
"Manzanillo,Mexico","Kansas City,MO",0,168,0,0,0
"Manzanillo,Mexico","St. Louis,MO",0,226,0,0,0
"Zurich,Switzerland","Cincinnati,OH",0,43887,31884,0,0
"Zurich,Switzerland","Honolulu,HI",0,766,0,0,0
"Zurich,Switzerland","Washington,DC",0,68844,63027,49182,47449
"Zurich,Switzerland","San Diego,CA",0,1373,0,7,0
"Accra,Ghana","New York,NY",0,3640,25068,3869,37487
"Amsterdam,Netherlands","Philadelphia,PA",0,27,722,55970,41457
"Anchorage,AK","Anadyr,Russia",0,150,0,164,70
"Miami,FL","Fortaleza,Brazil",0,4479,3382,0,0
"Miami,FL","Johannesburg,South Africa",0,14418,3240,0,0
"Miami,FL","Marsh Harbour,The Bahamas",0,7165,13169,14227,14730
"Miami,FL","Milan,Italy",0,4083,53477,71509,15370
"Miami,FL","Porlamar,Venezuela",0,13542,13932,0,0
"Miami,FL","Resistencia,Argentina",0,157,0,0,0
"Miami,FL","Treasure Cay,The Bahamas",0,4300,0,2724,5783
"Miami,FL","Vancouver,Canada",0,822,677,166,2813
"Morelia,Mexico","Los Angeles,CA",0,9337,15514,38746,40300
"Morelia,Mexico","Chicago,IL",0,11266,31706,49593,22617
"Morelia,Mexico","San Francisco,CA",0,14242,17050,8030,0
"Madison,WI","Grand Cayman,Cayman Islands",0,30,0,0,0
"Minneapolis,MN","Paris,France",0,6907,0,0,48958
"Minneapolis,MN","Cozumel,Mexico",0,9052,14013,15394,9166
"Minneapolis,MN","Guatemala City,Guatemala",0,736,0,49,0
"Minneapolis,MN","Monterrey,Mexico",0,393,0,0,0
"Minneapolis,MN","Puerto Plata,Dominican Republic",0,4974,6956,3071,0
"Minneapolis,MN","Punta Cana,Dominican Republic",0,852,3450,3903,4388
"Minneapolis,MN","Philipsburg,Netherlands Antilles",0,2006,2097,1054,1302
"New Orleans,LA","London,United Kingdom",0,654,1950,1420,1786
"New Orleans,LA","Mexico City,Mexico",0,1856,2598,167,2112
"New Orleans,LA","Monterrey,Mexico",0,176,0,0,0
"New Orleans,LA","Paris,France",0,765,2987,204,1162
"Monterrey,Mexico","Atlanta,GA",0,1324,46264,23743,28332
"Monterrey,Mexico","Birmingham,AL",0,18,0,43,0
"Monterrey,Mexico","Cleveland,OH",0,35,0,0,0
"Monterrey,Mexico","Columbus,OH",0,77,0,0,0
"Monterrey,Mexico","Detroit,MI",0,1891,852,0,16440
"Monterrey,Mexico","Minneapolis,MN",0,23,58,0,0
"Monterrey,Mexico","New Orleans,LA",0,168,0,0,13
"Monterrey,Mexico","Pittsburgh,PA",0,131,0,0,0
"Montevideo,Uruguay","Baltimore,MD",0,15,0,0,0
"Montevideo,Uruguay","New York,NY",0,8007,0,542,0
"Montevideo,Uruguay","Miami,FL",0,1232,10099,20747,41711
"Milan,Italy","Newark,NJ",0,22730,125618,108919,45360
"Milan,Italy","Washington,DC",0,43771,64797,45251,0
"Milan,Italy","San Juan,PR",0,1497,0,0,0
"Manizales,Colombia","New York,NY",0,736,0,1440,1536
"Manizales,Colombia","Los Angeles,CA",0,45,0,0,0
"Manizales,Colombia","Miami,FL",0,304,0,1218,896
"Mazatlan,Mexico","Albuquerque,NM",0,708,86,0,0
"Mazatlan,Mexico","Boise,ID",0,578,239,0,0
"Mazatlan,Mexico","Colorado Springs,CO",0,78,0,0,0
"Mazatlan,Mexico","Dallas,TX",0,143,0,0,0
"Mazatlan,Mexico","Spokane,WA",0,602,479,80,0
"Mazatlan,Mexico","Oakland,CA",0,1882,129,0,0
"Nassau,The Bahamas","Albany,NY",0,150,249,24,0
"Nassau,The Bahamas","Jackson/Vicksburg,MS",0,126,0,0,0
"Nassau,The Bahamas","Milwaukee,WI",0,50,235,0,46
"Nassau,The Bahamas","Minneapolis,MN",0,176,496,0,241
"Nassau,The Bahamas","Pensacola,FL",0,160,0,0,0
"Guantanamo,Cuba","Fort Lauderdale,FL",0,40,0,1371,865
"Guantanamo,Cuba","Homestead,FL",0,23977,0,0,0
"Nagoya,Japan","Portland,OR",0,64158,65711,0,0
"Tokyo,Japan","Orlando,FL",0,11022,32,0,1595
"Tokyo,Japan","San Diego,CA",0,5459,0,0,2734
"Tokyo,Japan","San Jose,CA",0,50692,60269,63634,0
"Oakland,CA","Leon/Guanajuato,Mexico",0,14486,13381,15960,2553
"Oakland,CA","Mazatlan,Mexico",0,1940,0,72,59
"Oakland,CA","Zacatecas,Mexico",0,12142,0,6514,832
"Oaxaca,Mexico","Indianapolis,IN",0,60,0,0,0
"Obihiro,Japan","Saipan,TT",0,153,0,0,0
"Kahului,HI","Vancouver,Canada",0,33786,49088,46548,86236
"Kahului,HI","Calgary,Canada",0,3959,7299,6414,14258
"Oklahoma City,OK","Montego Bay,Jamaica",0,169,0,0,0
"Omaha,NE","Leon/Guanajuato,Mexico",0,42,9,76,0
"Omaha,NE","Cancun,Mexico",0,173,145,381,0
"Omaha,NE","Winnipeg,Canada",0,26,101,0,0
"Chicago,IL","Leon/Guanajuato,Mexico",0,11967,21901,25861,12683
"Chicago,IL","Bogota,Colombia",0,3228,0,0,0
"Chicago,IL","Bratislava,Slovakia",0,163,0,0,0
"Chicago,IL","Durango,Mexico",0,8759,9195,2256,1844
"Chicago,IL","Ezeiza,Argentina",0,1061,41524,19044,0
"Chicago,IL","Managua,Nicaragua",0,50,0,0,0
"Chicago,IL","Morelia,Mexico",0,15258,39679,54007,20220
"Chicago,IL","Prague,Czech Republic",0,10964,0,0,0
"Chicago,IL","San Salvador,El Salvador",0,55,0,1008,5360
"Chicago,IL","Singapore,Singapore",0,48,0,15440,21864
"Chicago,IL","St. Kitts,Saint Kitts and Nevis",0,419,288,0,0
"Chicago,IL","Moscow,Russia",0,11091,11942,0,0
"Chicago,IL","Zacatecas,Mexico",0,10945,18090,9948,7563
"Norfolk,VA","Ottawa,Canada",0,29,9,33,0
"Paris,France","New Orleans,LA",0,668,3268,260,802
"Bucharest,Romania","Atlanta,GA",0,1637,0,0,0
"Port-au-Prince,Haiti","Fort Lauderdale,FL",0,7127,0,27942,93651
"Port-au-Prince,Haiti","Fayetteville,NC",0,300,0,0,416
"Port-au-Prince,Haiti","Rome,NY",0,201,0,0,0
"West Palm Beach/Palm Beach,FL","Cancun,Mexico",0,4,0,0,0
"West Palm Beach/Palm Beach,FL","Freeport,The Bahamas",0,8153,2091,4109,332
"Zanderij,Suriname","Orlando,FL",0,1351,0,0,0
"Portland,OR","Frankfurt,Germany",0,215,0,60309,201
"Portland,OR","Nagoya,Japan",0,58815,64701,0,0
"Portland,OR","San Jose del Cabo,Mexico",0,5331,14402,18143,14612
"Pereira,Colombia","Los Angeles,CA",0,169,596,0,2
"Beijing,China","Los Angeles,CA",0,3571,56008,79422,89700
"Beijing,China","San Diego,CA",0,39,0,0,0
"Philadelphia,PA","Lajes,Portugal",0,11014,0,0,0
"Philadelphia,PA","St. Lucia,Saint Lucia",0,848,549,7859,1887
"Philadelphia,PA","Vancouver,Canada",0,133,476,639,1061
"Philadelphia,PA","Calgary,Canada",0,5,80,36,48
"Phoenix,AZ","Caracas,Venezuela",0,12,0,0,0
"Phoenix,AZ","Grand Cayman,Cayman Islands",0,169,0,0,0
"Phoenix,AZ","Mexico City,Mexico",0,25680,57642,57095,84801
"Phoenix,AZ","San Jose,Costa Rica",0,105,0,28321,15041
"Phoenix,AZ","Montreal,Canada",0,107,121,161,1078
"St. Petersburg,FL","Freeport,The Bahamas",0,114,0,0,0
"St. Petersburg,FL","Edmonton,Canada",0,2292,0,0,0
"St. Petersburg,FL","Winnipeg,Canada",0,2185,0,0,0
"St. Petersburg,FL","Victoria,Canada",0,293,0,0,0
"Pittsburgh,PA","Aruba,Aruba",0,4651,9093,7118,0
"Pittsburgh,PA","Grand Cayman,Cayman Islands",0,311,0,0,15
"Pittsburgh,PA","Monterrey,Mexico",0,169,17,85,0
"Pittsburgh,PA","Puerto Vallarta,Mexico",0,675,3,6,0
"Pittsburgh,PA","Philipsburg,Netherlands Antilles",0,4345,111,0,0
"Pittsburgh,PA","Ottawa,Canada",0,37492,38,39,418
"Providenciales,Turks and Caicos Islands","Fort Lauderdale,FL",0,87,170,0,0
"Providenciales,Turks and Caicos Islands","Rochester,NY",0,300,0,0,0
"Porlamar,Venezuela","Miami,FL",0,11231,13580,0,0
"Pensacola,FL","Acapulco,Mexico",0,96,0,0,0
"Pensacola,FL","Nassau,The Bahamas",0,158,0,0,0
"Puerto Plata,Dominican Republic","Minneapolis,MN",0,5049,6990,3112,0
"Prague,Czech Republic","Atlanta,GA",0,875,0,0,13075
